name;alternate_url;id;from;to;employer_name;schedule;employment;experience;key_skills
Научный сотрудник;https://hh.ru/vacancy/30312762;30312762;63000;63000;Витал;Полный день;Полная занятость;От 3 до 6 лет;[]
Data scientist;https://hh.ru/vacancy/31140976;31140976;115000;115000;Devim;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий разработчик Python (Team Lead);https://hh.ru/vacancy/30373653;30373653;103000;126000;НИИ МАСШТАБ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior Python разработчик;https://hh.ru/vacancy/31593612;31593612;150000;200000;Redsteep;Удаленная работа;Полная занятость;От 3 до 6 лет;[{'name': 'Веб-разработка'}, {'name': 'Python'}]
Computer Vision Engineer;https://hh.ru/vacancy/31263860;31263860;200000;250000;Имиджайз Девелопмент Групп;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'C++.  3d-реконструкция и сегментация изображений.'}, {'name': 'OpenCV.'}]
Разработчик-исследователь в области искусственного интеллекта / Data Scientist;https://hh.ru/vacancy/29816624;29816624;80000;80000;Университет ИТМО;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Java'}, {'name': 'C#'}, {'name': 'C++'}, {'name': 'Python'}, {'name': 'Git'}, {'name': 'SVN'}, {'name': 'Design Patterns'}, {'name': 'Big Data'}]
Data Scientist;https://hh.ru/vacancy/30975631;30975631;138000;138000;Специальный Технологический Центр;Полный день;Полная занятость;От 3 до 6 лет;[]
Team lead;https://hh.ru/vacancy/31561603;31561603;115000;115000;Милтайм;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Управление персоналом'}, {'name': 'Scrum'}, {'name': 'Управление проектами'}, {'name': 'Разработка ПО'}]
Team Lead (Мобильная разработка);https://hh.ru/vacancy/30560687;30560687;253000;253000;Риал Тайм Технологии;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Android'}, {'name': 'iOS'}, {'name': 'Team Lead'}, {'name': 'Java'}, {'name': 'Kotlin'}, {'name': 'Swift'}, {'name': 'Objective-C'}]
Junior Quantitative Researcher;https://hh.ru/vacancy/31603907;31603907;100000;140000;DataFork;Полный день;Полная занятость;Нет опыта;[{'name': 'Анализ данных'}, {'name': 'Математическая статистика'}, {'name': 'Python'}]
Аналитик больших данных - Data Scientist;https://hh.ru/vacancy/31452125;31452125;92000;115000;Нмаркет.ПРО;Полный день;Полная занятость;Нет опыта;[{'name': 'MS Excel'}, {'name': 'VBA'}, {'name': 'Olap (online analytical processing)'}]
Machine Learning Engineer;https://hh.ru/vacancy/31264114;31264114;150000;250000;Имиджайз Девелопмент Групп;Полный день;Полная занятость;От 3 до 6 лет;[]
Full stack web developer/Team Lead;https://hh.ru/vacancy/31593619;31593619;138000;138000;iLocked реальные квесты;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'ООП'}, {'name': 'JavaScript'}, {'name': 'Laravel'}, {'name': 'HighLoad'}, {'name': 'PHP7'}, {'name': 'HTML 5, CSS 3, SASS/SCSS, Bootstrap'}, {'name': 'MySQL'}]
Team Lead / Senior iOS developer;https://hh.ru/vacancy/31545423;31545423;184000;184000;OneTwoTrip;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'iOS'}, {'name': 'Objective-C'}, {'name': 'Git'}, {'name': 'ООП'}, {'name': 'Swift'}]
Data Scientist;https://hh.ru/vacancy/31167007;31167007;115000;149000;ДИДЖИТАЛ ТРЕЙД СОЛЮШНС;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'BPMN'}, {'name': 'Dota 2'}, {'name': 'CS:GO'}, {'name': 'Экономический анализ'}, {'name': 'Python'}, {'name': 'SQL'}]
Разработчик Python;https://hh.ru/vacancy/30338206;30338206;100000;100000;Транзас;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Python'}, {'name': 'RobotFramework'}, {'name': 'CI/CD'}, {'name': 'Git'}, {'name': 'TCP/IP'}, {'name': 'Atlassian Jira'}]
Research and Development/Principal Researcher, Team Leader;https://hh.ru/vacancy/31508071;31508071;200000;200000;Университет ИТМО;Полный день;Полная занятость;Более 6 лет;[]
Разработчик Android (Teamlead Mobile Development);https://hh.ru/vacancy/31306279;31306279;138000;172000;Элком +;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'ООП'}, {'name': 'Android'}, {'name': 'Java'}, {'name': 'iOS'}, {'name': 'Objective-C'}, {'name': 'code-review'}, {'name': 'многопоточность'}]
Python разработчик;https://hh.ru/vacancy/31592173;31592173;120000;150000;ДИДЖИТАЛ ТРЕЙД СОЛЮШНС;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'CS:GO'}, {'name': 'DOTA2'}, {'name': 'Python'}, {'name': 'SQL'}, {'name': 'Flask'}, {'name': 'Steam'}]
Team lead команды разработки;https://hh.ru/vacancy/31493896;31493896;200000;200000;Сбербанк;Полный день;Полная занятость;От 3 до 6 лет;[]
Автор работ по теории алгоритмов;https://hh.ru/vacancy/31548078;31548078;0;103000;Homework;Удаленная работа;Частичная занятость;Нет опыта;[]
Автор научных работ (MATLAB);https://hh.ru/vacancy/30295576;30295576;34000;103000;Homework;Удаленная работа;Частичная занятость;Нет опыта;[]
Senior Python Developer (Кипр);https://hh.ru/vacancy/31532776;31532776;207000;207000;EOtradex;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Python'}, {'name': 'PostgreSQL'}, {'name': 'Redis'}, {'name': 'Elastic'}, {'name': 'ElasticSearch'}, {'name': 'REST'}, {'name': 'ООП'}, {'name': 'Backend'}, {'name': 'Django Framework'}, {'name': 'JavaScript'}]
Team lead media buyer (GoogleAdwords);https://hh.ru/vacancy/31580317;31580317;230000;230000;Партнерский маркетинг CPA, лидогенерация трафика;Полный день;Полная занятость;От 3 до 6 лет;[]
Middle Python developer;https://hh.ru/vacancy/30108682;30108682;103000;138000;FinPay;Полный день;Полная занятость;От 1 года до 3 лет;[]
Middle Python developer;https://hh.ru/vacancy/29484191;29484191;103000;138000;Деньга;Полный день;Полная занятость;От 3 до 6 лет;[]
Facebook Media Buying Team Lead / Руководитель отдела закупки;https://hh.ru/vacancy/31249548;31249548;172000;460000;AdSide Media;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Facebook Ads'}, {'name': 'Media Buying'}, {'name': 'Team Leader'}, {'name': 'Team management'}]
Senior C/C++/Java Software Engineer (JVM, Open Source);https://hh.ru/vacancy/30493799;30493799;150000;250000;Азул Системс;Полный день;Полная занятость;Более 6 лет;[]
Team lead (Java разработка);https://hh.ru/vacancy/31406121;31406121;130000;130000;Ростелеком;Полный день;Полная занятость;От 1 года до 3 лет;[]
Исследователь-стажер;https://hh.ru/vacancy/31132458;31132458;25000;25000;Университет ИТМО;Гибкий график;Стажировка;Нет опыта;[]
Senior Machine Learning Engineer (вакансия на Кипре);https://hh.ru/vacancy/30541537;30541537;331000;414000;MetaQuotes Software Corp.;Полный день;Полная занятость;Более 6 лет;[]
Программист 1C;https://hh.ru/vacancy/31593328;31593328;126000;138000;АМЭО-ЗАПАД;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С программирование'}, {'name': '1С: Комплексная автоматизация'}, {'name': 'Обновление конфигурации 1С'}, {'name': 'MS SQL'}, {'name': 'Управление проектами'}]
Python Developer;https://hh.ru/vacancy/30915889;30915889;138000;138000;Риал Тайм Технологии;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Python'}, {'name': '*nix'}, {'name': 'RabbitMQ'}, {'name': 'Git'}, {'name': 'Docker'}]
Python разработчик ‍‍;https://hh.ru/vacancy/30934505;30934505;80000;161000;АппФоллоу;Удаленная работа;Полная занятость;От 1 года до 3 лет;[{'name': 'Linux'}, {'name': 'Docker'}, {'name': 'MySQL'}, {'name': 'aiohttp'}, {'name': 'Redis'}, {'name': 'Django Framework'}, {'name': 'MongoDB'}, {'name': 'Asyncio'}, {'name': 'Ubuntu Server'}, {'name': 'Python'}]
Руководитель C&B;https://hh.ru/vacancy/30579724;30579724;0;172000;Максимум, Автомобильный холдинг;Полный день;Полная занятость;От 3 до 6 лет;[]
Research Engineer;https://hh.ru/vacancy/30007590;30007590;230000;230000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/30138934;30138934;80000;80000;Ленинградская областная клиническая больница;Полный день;Полная занятость;От 1 года до 3 лет;[]
Оператор 1C;https://hh.ru/vacancy/31654979;31654979;34000;34000;ЛетоК Групп;Полный день;Полная занятость;От 1 года до 3 лет;[]
Middle/Senior Python разработчик в Таллин;https://hh.ru/vacancy/31346784;31346784;207000;331000;Betmaster;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'RabbitMQ'}, {'name': 'Асинхронное программирование'}, {'name': 'PostgreSQL'}, {'name': 'Django Framework'}, {'name': 'Redis'}, {'name': 'Python'}, {'name': 'SQL'}]
Научный сотрудник;https://hh.ru/vacancy/31501934;31501934;60000;60000;Фрактал Био;Полный день;Полная занятость;Более 6 лет;[]
Оператор 1C;https://hh.ru/vacancy/31650752;31650752;32000;34000;ЦЕНТАВР;Полный день;Полная занятость;От 1 года до 3 лет;[]
Оператор 1C;https://hh.ru/vacancy/31581878;31581878;34000;41000;Белстар;Полный день;Полная занятость;От 1 года до 3 лет;[]
Оператор 1C;https://hh.ru/vacancy/31472697;31472697;46000;46000;ТД Северо-Запад;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист C/C++;https://hh.ru/vacancy/31192987;31192987;40000;107000;СевенТест, НТЦ;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Оператор 1C;https://hh.ru/vacancy/31648188;31648188;40000;46000;ТД Биопродукт Северо-Запад;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист C/С++;https://hh.ru/vacancy/30417414;30417414;80000;80000;«АНТ» ГРУППА КОМПАНИЙ;Полный день;Полная занятость;От 3 до 6 лет;[]
Аналитик-математик (Operations research analyst);https://hh.ru/vacancy/31464784;31464784;138000;138000;БиАйЭй-Технолоджиз;Полный день;Полная занятость;От 3 до 6 лет;[]
Computational Linguist - German / Spanish / Italian / French (Machine Translation);https://hh.ru/vacancy/31580541;31580541;80000;80000;Дом Программ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Python web-developer;https://hh.ru/vacancy/31329560;31329560;0;172000;АвтоТрансИнфо;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Python'}, {'name': 'NoSQL'}, {'name': 'Linux'}, {'name': 'TDD'}]
Программист C (Linux);https://hh.ru/vacancy/30707378;30707378;150000;150000;Супертел;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Linux'}, {'name': 'embedded'}, {'name': 'C/C++'}, {'name': 'встроенное ПО'}, {'name': 'Multithread Programming'}, {'name': 'Embedded Linux'}]
Full Stack разработчик Python;https://hh.ru/vacancy/31246781;31246781;0;130000;Заубер Банк;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'отличное знание Python 3.x, Flask, Vue.js'}]
Научный сотрудник (Компьютерное моделирование и прогнозирование в финансовой сфере);https://hh.ru/vacancy/29636429;29636429;100000;100000;Университет ИТМО;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'C++'}, {'name': 'C#'}, {'name': 'Simulation'}, {'name': 'Forecasting'}, {'name': 'Algorithms analysis'}, {'name': 'Algorithms design'}]
Программист Python;https://hh.ru/vacancy/30367698;30367698;100000;100000;NETRIKA;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист Python / JS;https://hh.ru/vacancy/31444861;31444861;69000;103000;Клаудкомсофтваре;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Python'}, {'name': 'JavaScript'}, {'name': 'Git'}, {'name': 'Linux'}, {'name': 'SQL'}, {'name': 'jQuery'}, {'name': 'Flask'}]
Разработчик / Инженер-программист (Python);https://hh.ru/vacancy/30833159;30833159;0;172000;NGENIX;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Python'}, {'name': 'Linux'}, {'name': 'PostgreSQL'}, {'name': 'Git'}, {'name': 'Работа в команде'}, {'name': 'Scrum'}]
Senior Python Developer;https://hh.ru/vacancy/27534668;27534668;115000;115000;ПЕРВЫЙ ЦУПИС;Полный день;Полная занятость;От 3 до 6 лет;[]
Middle Fullstack Python Engineer;https://hh.ru/vacancy/31544082;31544082;115000;172000;Spark Equation;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'JavaScript'}, {'name': 'Angular'}, {'name': 'SQL'}, {'name': 'NoSQL'}, {'name': 'Git'}, {'name': 'Python'}]
Программист 1C в Управляющую Компанию;https://hh.ru/vacancy/31183434;31183434;92000;92000;ДАКАР, группа компаний;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior/Lead Fullstack Python Engineer;https://hh.ru/vacancy/31637274;31637274;172000;253000;Spark Equation;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'JavaScript'}, {'name': 'Angular'}, {'name': 'SQL'}, {'name': 'NoSQL'}, {'name': 'Git'}, {'name': 'Python'}, {'name': 'Software Architecture'}, {'name': 'ReactJS'}]
Specialist Research and Development (Анализ и моделирование социальных сетей);https://hh.ru/vacancy/27942058;27942058;75000;75000;Университет ИТМО;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Data Analysis'}, {'name': 'Simulation'}, {'name': 'Forecasting'}]
Консультант 1C УТ / администратор 1С;https://hh.ru/vacancy/31160376;31160376;70000;70000;KERAMA MARAZZI, представительство в Санкт-Петербурге;Полный день;Полная занятость;От 3 до 6 лет;[]
Senior Python Developer;https://hh.ru/vacancy/31547395;31547395;184000;287000;Investex Ltd;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Python'}, {'name': 'JavaScript'}, {'name': 'Django Framework'}, {'name': 'Flask'}]
Python Developer;https://hh.ru/vacancy/30045090;30045090;92000;92000;Space307;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior PHP Developer/ Team Lead;https://hh.ru/vacancy/31352928;31352928;290000;290000;AdMe;Удаленная работа;Полная занятость;От 3 до 6 лет;[{'name': 'PHP'}, {'name': 'Nginx'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'MySQL'}, {'name': 'Sphinx'}]
Разработчик C;https://hh.ru/vacancy/29370938;29370938;86000;126000;НИИ МАСШТАБ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Linux'}, {'name': 'GDB'}, {'name': 'C/C++'}, {'name': 'Networking'}]
Программист C/С++;https://hh.ru/vacancy/31329538;31329538;69000;115000;Решение;Полный день;Полная занятость;От 1 года до 3 лет;[]
Научный сотрудник PostDoc (Разработка концепции современных практик управления музеями);https://hh.ru/vacancy/31191735;31191735;70000;70000;Национальный исследовательский университет «Высшая школа экономики»;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/29390736;29390736;92000;115000;ЛАТ;Полный день;Полная занятость;От 3 до 6 лет;[]
Middle C/C++/Java Software Engineer (JVM, Open Source);https://hh.ru/vacancy/30775362;30775362;100000;150000;Азул Системс;Полный день;Полная занятость;От 3 до 6 лет;[]
Оператор 1C;https://hh.ru/vacancy/31624970;31624970;31000;31000;ТАБАКОН;Полный день;Полная занятость;Нет опыта;[]
Программист 1C;https://hh.ru/vacancy/31136661;31136661;115000;115000;Петербургская Недвижимость;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист 1C;https://hh.ru/vacancy/31257581;31257581;0;138000;Ювента;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С: Предприятие 8'}, {'name': '1С: CRM ПРОФ'}, {'name': 'ERP-системы на базе 1С'}, {'name': '1С: Бухгалтерия'}, {'name': 'MS SQL'}, {'name': 'Анализ кода'}, {'name': '1С программирование'}]
Инженер-электроник (программист);https://hh.ru/vacancy/31404749;31404749;52000;52000;МЕГАМАШ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист 1C;https://hh.ru/vacancy/31517287;31517287;103000;103000;БТА;Гибкий график;Частичная занятость;От 1 года до 3 лет;[{'name': '1С программирование'}, {'name': '1С: Бухгалтерия'}, {'name': '1С: Предприятие 8'}, {'name': '1С: Зарплата и управление персоналом'}, {'name': 'Администрирование серверов Windows'}, {'name': '1С: Документооборот'}, {'name': 'Администрирование сетевого оборудования'}, {'name': 'Банк-клиент'}, {'name': '1С: Комплексная автоматизация'}, {'name': '1С: Зарплата и кадры'}]
Программист 1C;https://hh.ru/vacancy/30947057;30947057;115000;126000;ПНК имени Кирова;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С программирование'}, {'name': '1С: Предприятие 8'}, {'name': '1С: Зарплата и управление персоналом'}, {'name': '1С: Управление Производственным Предприятием'}, {'name': 'Информационные технологии'}, {'name': 'Обучение персонала'}, {'name': 'обучение сотрудников'}]
Senior Python Software Developer;https://hh.ru/vacancy/30662401;30662401;172000;264000;Quest Software;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Software Development'}, {'name': 'Python'}, {'name': 'Linux'}, {'name': 'JavaScript'}, {'name': 'Agile Project Management'}, {'name': 'NoSQL'}, {'name': 'PowerShell'}, {'name': 'Web Application Development'}, {'name': 'C#'}]
Водитель категории B,C,E;https://hh.ru/vacancy/31468178;31468178;69000;69000;Прометей;Полный день;Полная занятость;От 3 до 6 лет;[]
Водитель категории B и C;https://hh.ru/vacancy/31468194;31468194;40000;40000;Прометей;Полный день;Полная занятость;От 1 года до 3 лет;[]
Научный сотрудник PostDoc (Междун контакты и циркуляции знаний и технологий в период Холодной войны);https://hh.ru/vacancy/31192180;31192180;70000;70000;Национальный исследовательский университет «Высшая школа экономики»;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1С (1C: ERP);https://hh.ru/vacancy/30699662;30699662;149000;149000;Корона Авто;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С программирование'}, {'name': '1С: Предприятие 8'}, {'name': 'Пользователь ПК'}, {'name': 'Работа в команде'}, {'name': 'Работа с большим объемом информации'}, {'name': '1С: Зарплата и управление персоналом'}, {'name': '1С: Бухгалтерия'}, {'name': 'ERP-системы на базе 1С'}]
Программист 1C;https://hh.ru/vacancy/31539559;31539559;69000;92000;Тэсонэро;Полный день;Полная занятость;Нет опыта;[]
Ведущий инженер-программист (C/C++);https://hh.ru/vacancy/31452205;31452205;287000;287000;Авалон Технолоджис;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Java/C Developer (RubyMine’s debugger);https://hh.ru/vacancy/29854250;29854250;230000;230000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Java'}, {'name': 'C/C++'}]
Автор работ по программированию (Python);https://hh.ru/vacancy/30295747;30295747;0;103000;Homework;Удаленная работа;Частичная занятость;Нет опыта;[]
IOS-разработчик (Swift и Objective-C);https://hh.ru/vacancy/31396603;31396603;138000;138000;MobileUp;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Objective-C'}, {'name': 'iOS'}]
Водитель категории C Е (шаланда / грузовой транспорт);https://hh.ru/vacancy/31633786;31633786;63000;63000;НЕВАСТРОЙТРАНС;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '• Наличие карточки водителя (СКЗИ)'}, {'name': '• Знание устройства грузового автотранспорта'}, {'name': '• Знание Санкт-Петербурга и Ленинградской Области'}, {'name': '• Умение работать с путевыми листами, товарными накладными'}]
Team leader (Node.js);https://hh.ru/vacancy/31249208;31249208;257000;353000;ОнТаргет ЛАБС;Полный день;Полная занятость;Более 6 лет;[]
Руководитель группы разработки КМ, КМД (г. Мурманск);https://hh.ru/vacancy/29495687;29495687;161000;184000;Велесстрой;Вахтовый метод;Полная занятость;От 3 до 6 лет;[{'name': 'Tekla BIM'}]
Руководитель группы разработки КМ, КМД (г. Мурманск);https://hh.ru/vacancy/29870843;29870843;161000;184000;Велесстрой;Вахтовый метод;Полная занятость;От 3 до 6 лет;[{'name': 'Tekla BIM'}]
Оператор 1 C;https://hh.ru/vacancy/31518559;31518559;34000;34000;МААГ;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/31428721;31428721;80000;103000;Горизонт;Полный день;Полная занятость;От 1 года до 3 лет;[]
Научный сотрудник;https://hh.ru/vacancy/31347442;31347442;13000;100000;ВНИИПД-Филиал ФГБНУ ФНЦ пищевых систем им В.М.Горбатова РАН;Полный день;Полная занятость;Более 6 лет;"[{'name': 'навыки межличностного делового общения; умение организовывать работу, планировать, принимать решения'}]"
Инженер-видеопрограммист;https://hh.ru/vacancy/30297910;30297910;60000;100000;InTheSmart;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'IAR'}, {'name': 'Linux'}, {'name': 'C/C++'}, {'name': 'RTOS'}, {'name': 'SVN'}, {'name': 'Git'}, {'name': 'Управление проектами'}, {'name': 'Английский язык'}, {'name': 'Phyton'}, {'name': 'Lua'}]
Python-developer;https://hh.ru/vacancy/31467127;31467127;75000;120000;Тензор;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Python'}, {'name': 'PostgreSQL'}, {'name': 'Git'}, {'name': 'SQL'}]
Ведущий программист 1C;https://hh.ru/vacancy/19764015;19764015;126000;126000;ПитерСофт;Полный день;Полная занятость;От 3 до 6 лет;[]
Архитектор 1C;https://hh.ru/vacancy/22826394;22826394;138000;138000;ПитерСофт;Полный день;Полная занятость;От 3 до 6 лет;[]
IOS developer;https://hh.ru/vacancy/31389511;31389511;138000;138000;БИАРУМ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'iOS'}, {'name': 'Objective-C'}, {'name': 'Swift'}, {'name': 'Git'}]
Программист 1C;https://hh.ru/vacancy/29312893;29312893;92000;92000;Микрофинансовая организация До Зарплаты;Полный день;Полная занятость;От 1 года до 3 лет;[]
Оператор 1C (сотрудник склада);https://hh.ru/vacancy/31371833;31371833;29000;34000;Оргсистемы;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Желание учиться, многозадочность, ответственность'}]
Ведущий программист 1C;https://hh.ru/vacancy/31601884;31601884;69000;98000;Хорошие колеса;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С программирование'}, {'name': '1С: Бухгалтерия'}, {'name': '1С: Управление Торговлей'}, {'name': '1С: Зарплата и управление персоналом'}, {'name': 'Обновление конфигурации 1С'}, {'name': '1С: Комплексная автоматизация'}, {'name': '1С: Торговля и склад'}, {'name': 'MS SQL'}, {'name': 'MS SQL Server'}, {'name': 'Windows Server 2003'}]
Junior Python Developer;https://hh.ru/vacancy/31191877;31191877;40000;46000;FinPay;Полный день;Полная занятость;Нет опыта;[]
Оператор 1C;https://hh.ru/vacancy/31407567;31407567;29000;29000;Сириус;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист 1C;https://hh.ru/vacancy/31406764;31406764;60000;90000;ФГБОУ ВО «Санкт-Петербургский государственный архитектурно-строительный университет»;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/31599481;31599481;100000;110000;Торус, Группа компаний;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С программирование'}, {'name': '1С: Управление Торговлей'}, {'name': '1С: Бухгалтерия'}, {'name': '1С: Управление предприятием'}, {'name': '1С: Зарплата и управление персоналом'}]
Оператор 1C/Помощник менеджера;https://hh.ru/vacancy/31253537;31253537;34000;34000;Финстрой;Полный день;Полная занятость;От 1 года до 3 лет;[]
Водитель-экспедитор категории B, C;https://hh.ru/vacancy/31427613;31427613;57000;57000;НЕВА-МЕД;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист С++;https://hh.ru/vacancy/30652250;30652250;69000;69000;Институт телекоммуникаций;Полный день;Полная занятость;От 3 до 6 лет;[]
Team Lead - Ruby on Rails разработчик;https://hh.ru/vacancy/31284544;31284544;0;287000;Апартмент системс;Удаленная работа;Полная занятость;От 1 года до 3 лет;[{'name': 'Руководство коллективом'}, {'name': 'Team management'}, {'name': 'Ruby On Rails'}, {'name': 'Веб-программирование'}, {'name': 'руководство командой разработчиков'}, {'name': 'Teamleading'}, {'name': 'Ruby'}, {'name': 'Разработка ПО'}]
AI Machine Learning Engineer;https://hh.ru/vacancy/30310431;30310431;172000;172000;Рекон Групп;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Data Science'}, {'name': 'Tensor Flow'}, {'name': 'NVIDIA Digits'}, {'name': 'Machine Learning'}, {'name': 'AI'}, {'name': 'XGBoost'}]
Консультант 1C (УПП);https://hh.ru/vacancy/31240709;31240709;120000;120000;АВАНТ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С: Управление Производственным Предприятием'}, {'name': 'ERP-системы на базе 1С'}, {'name': 'ERP'}, {'name': 'Управление проектами'}, {'name': 'Jira'}, {'name': '1C: УПП'}, {'name': 'СКД'}, {'name': 'РАУЗ'}]
Программист 1C;https://hh.ru/vacancy/31588154;31588154;0;120000;Венеция. Камень и керамика;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/30729506;30729506;110000;110000;Евросиб;Полный день;Полная занятость;От 3 до 6 лет;[]
Researcher со знанием английского языка;https://hh.ru/vacancy/30816310;30816310;46000;46000;Vostock Capital (UK) Ltd;Полный день;Полная занятость;Нет опыта;[]
Программист С++;https://hh.ru/vacancy/31404073;31404073;63000;98000;Tools For Brokers;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'C++'}, {'name': 'STL'}, {'name': 'Boost'}, {'name': 'MetaTrader'}, {'name': 'Multithread Programming'}]
Руководитель проектов (разработка ПО);https://hh.ru/vacancy/30098342;30098342;172000;172000;Рексофт;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'PMBOK'}, {'name': 'Rational Unified Process'}, {'name': 'Scrum'}, {'name': 'MS Project'}, {'name': 'Atlassian Jira'}, {'name': 'Управление проектами'}, {'name': 'Управление бюджетом'}]
React-разработчик, Frontend;https://hh.ru/vacancy/31405328;31405328;115000;207000;Sendsay.ru;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'React.js'}, {'name': 'Backbone'}, {'name': 'Redux'}, {'name': 'Webpack'}, {'name': 'JavaScript'}, {'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'Scrum'}, {'name': 'Agile Project Management'}]
Мастер мебельного производства;https://hh.ru/vacancy/31490074;31490074;50000;50000;Предприятие Гальваник;Полный день;Полная занятость;От 3 до 6 лет;[]
Frontend Developer (Jira, Confluence);https://hh.ru/vacancy/29415268;29415268;230000;230000;ALM Works;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'JavaScript'}, {'name': 'CSS3'}]
Senior Frontend Developer (Jira, Confluence);https://hh.ru/vacancy/29415269;29415269;275000;275000;ALM Works;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'JavaScript'}, {'name': 'jQuery'}]
Java Developer;https://hh.ru/vacancy/29415270;29415270;230000;230000;ALM Works;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Java'}, {'name': 'JavaScript'}]
Senior Java Developer (Cloud);https://hh.ru/vacancy/29415271;29415271;275000;275000;ALM Works;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Руководитель службы персонала;https://hh.ru/vacancy/31403587;31403587;80000;92000;Аспломб;Полный день;Полная занятость;От 3 до 6 лет;[]
Консультант 1C;https://hh.ru/vacancy/30132186;30132186;0;80000;Фармасинтез;Удаленная работа;Полная занятость;От 1 года до 3 лет;[]
Программист C/С++;https://hh.ru/vacancy/30965572;30965572;115000;115000;Специальный Технологический Центр;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий программист ГИС;https://hh.ru/vacancy/28430923;28430923;100000;100000;Институт телекоммуникаций;Полный день;Полная занятость;От 3 до 6 лет;[]
